handle,family,action,old_variant,new_variant,old_price,new_price,change
american-flag-patches,Embroidery,UPDATE,11.0 inch - 26-50,11.0 inch - 26-50,16.00,16.00,+0%
american-flag-patches,Embroidery,UPDATE,12.0 inch - 26-50,12.0 inch - 26-50,18.00,18.00,+0%
american-flag-patches,Embroidery,UPDATE,13.0 inch - 26-50,13.0 inch - 26-50,19.00,19.00,+0%
american-flag-patches,Embroidery,UPDATE,14.0 inch - 26-50,14.0 inch - 26-50,20.20,20.20,+0%
american-flag-patches,Embroidery,UPDATE,15.0 inch - 26-50,15.0 inch - 26-50,21.40,21.40,+0%
american-flag-patches,Embroidery,UPDATE,16.0 inch - 26-50,16.0 inch - 26-50,22.70,22.70,+0%
american-flag-patches,Embroidery,UPDATE,1.0 inch - 51-100,1.0 inch - 51-100,2.40,2.40,+0%
american-flag-patches,Embroidery,UPDATE,1.5 inch - 51-100,1.5 inch - 51-100,2.40,2.40,+0%
american-flag-patches,Embroidery,UPDATE,2.0 inch - 51-100,2.0 inch - 51-100,2.40,2.40,+0%
american-flag-patches,Embroidery,UPDATE,2.5 inch - 51-100,2.5 inch - 51-100,2.40,2.20,-8%
american-flag-patches,Embroidery,UPDATE,3.0 inch - 51-100,3.0 inch - 51-100,2.40,2.14,-11%
american-flag-patches,Embroidery,UPDATE,3.5 inch - 51-100,3.5 inch - 51-100,2.50,2.50,+0%
american-flag-patches,Embroidery,UPDATE,4.0 inch - 51-100,4.0 inch - 51-100,2.86,2.86,+0%
american-flag-patches,Embroidery,UPDATE,4.5 inch - 51-100,4.5 inch - 51-100,3.21,3.21,+0%
american-flag-patches,Embroidery,UPDATE,5.0 inch - 51-100,5.0 inch - 51-100,3.58,3.58,+0%
american-flag-patches,Embroidery,UPDATE,6.0 inch - 51-100,6.0 inch - 51-100,4.29,4.29,+0%
american-flag-patches,Embroidery,UPDATE,7.0 inch - 51-100,7.0 inch - 51-100,5.01,5.01,+0%
american-flag-patches,Embroidery,UPDATE,8.0 inch - 51-100,8.0 inch - 51-100,5.72,5.72,+0%
american-flag-patches,Embroidery,UPDATE,9.0 inch - 51-100,9.0 inch - 51-100,6.43,6.43,+0%
american-flag-patches,Embroidery,UPDATE,10.0 inch - 51-100,10.0 inch - 51-100,7.15,7.15,+0%
american-flag-patches,Embroidery,UPDATE,11.0 inch - 51-100,11.0 inch - 51-100,7.87,7.87,+0%
american-flag-patches,Embroidery,UPDATE,12.0 inch - 51-100,12.0 inch - 51-100,8.59,8.59,+0%
american-flag-patches,Embroidery,UPDATE,13.0 inch - 51-100,13.0 inch - 51-100,10.20,10.20,+0%
american-flag-patches,Embroidery,UPDATE,14.0 inch - 51-100,14.0 inch - 51-100,11.40,11.40,+0%
american-flag-patches,Embroidery,UPDATE,15.0 inch - 51-100,15.0 inch - 51-100,12.80,12.80,+0%
american-flag-patches,Embroidery,UPDATE,16.0 inch - 51-100,16.0 inch - 51-100,13.90,13.90,+0%
american-flag-patches,Embroidery,UPDATE,1.0 inch - 101-199,1.0 inch - 101-200,0.70,2.20,+214%
american-flag-patches,Embroidery,UPDATE,1.5 inch - 101-199,1.5 inch - 101-200,0.79,2.20,+178%
american-flag-patches,Embroidery,UPDATE,2.0 inch - 101-199,2.0 inch - 101-200,1.06,2.20,+108%
american-flag-patches,Embroidery,UPDATE,2.5 inch - 101-199,2.5 inch - 101-200,1.33,2.05,+54%
american-flag-patches,Embroidery,UPDATE,3.0 inch - 101-199,3.0 inch - 101-200,1.59,1.98,+25%
american-flag-patches,Embroidery,UPDATE,3.5 inch - 101-199,3.5 inch - 101-200,1.86,2.20,+18%
american-flag-patches,Embroidery,UPDATE,4.0 inch - 101-199,4.0 inch - 101-200,2.11,2.50,+18%
american-flag-patches,Embroidery,UPDATE,4.5 inch - 101-199,4.5 inch - 101-200,2.38,3.00,+26%
american-flag-patches,Embroidery,UPDATE,5.0 inch - 101-199,5.0 inch - 101-200,2.64,3.30,+25%
american-flag-patches,Embroidery,UPDATE,6.0 inch - 101-199,6.0 inch - 101-200,3.18,4.05,+27%
american-flag-patches,Embroidery,UPDATE,7.0 inch - 101-199,7.0 inch - 101-200,3.71,4.80,+29%
american-flag-patches,Embroidery,UPDATE,8.0 inch - 101-199,8.0 inch - 101-200,4.23,5.40,+28%
american-flag-patches,Embroidery,UPDATE,9.0 inch - 101-199,9.0 inch - 101-200,4.76,6.10,+28%
american-flag-patches,Embroidery,UPDATE,10.0 inch - 101-199,10.0 inch - 101-200,5.30,6.90,+30%
american-flag-patches,Embroidery,UPDATE,11.0 inch - 101-199,11.0 inch - 101-200,5.82,7.40,+27%
american-flag-patches,Embroidery,UPDATE,12.0 inch - 101-199,12.0 inch - 101-200,6.35,8.30,+31%
american-flag-patches,Embroidery,UPDATE,13.0 inch - 101-199,13.0 inch - 101-200,7.50,9.90,+32%
american-flag-patches,Embroidery,UPDATE,14.0 inch - 101-199,14.0 inch - 101-200,8.80,11.05,+26%
american-flag-patches,Embroidery,UPDATE,15.0 inch - 101-199,15.0 inch - 101-200,9.95,12.20,+23%
american-flag-patches,Embroidery,UPDATE,16.0 inch - 101-199,16.0 inch - 101-200,10.95,13.30,+21%
american-flag-patches,Embroidery,UPDATE,1.0 inch - 200-499,1.0 inch - 201-300,0.38,1.80,+374%
american-flag-patches,Embroidery,UPDATE,1.5 inch - 200-499,1.5 inch - 201-300,0.56,1.80,+221%
american-flag-patches,Embroidery,UPDATE,2.0 inch - 200-499,2.0 inch - 201-300,0.71,1.80,+154%
american-flag-patches,Embroidery,UPDATE,2.5 inch - 200-499,2.5 inch - 201-300,0.94,1.80,+91%
american-flag-patches,Embroidery,UPDATE,3.0 inch - 200-499,3.0 inch - 201-300,1.11,1.50,+35%
american-flag-patches,Embroidery,UPDATE,3.5 inch - 200-499,3.5 inch - 201-300,1.30,1.80,+38%
american-flag-patches,Embroidery,UPDATE,4.0 inch - 200-499,4.0 inch - 201-300,1.49,2.00,+34%
american-flag-patches,Embroidery,UPDATE,4.5 inch - 200-499,4.5 inch - 201-300,1.68,2.55,+52%
american-flag-patches,Embroidery,UPDATE,5.0 inch - 200-499,5.0 inch - 201-300,1.86,3.00,+61%
american-flag-patches,Embroidery,UPDATE,6.0 inch - 200-499,6.0 inch - 201-300,2.24,3.80,+70%
american-flag-patches,Embroidery,UPDATE,7.0 inch - 200-499,7.0 inch - 201-300,2.60,4.50,+73%
american-flag-patches,Embroidery,UPDATE,8.0 inch - 200-499,8.0 inch - 201-300,2.98,5.10,+71%
american-flag-patches,Embroidery,UPDATE,9.0 inch - 200-499,9.0 inch - 201-300,3.34,5.90,+77%
american-flag-patches,Embroidery,UPDATE,10.0 inch - 200-499,10.0 inch - 201-300,3.72,6.50,+75%
american-flag-patches,Embroidery,UPDATE,11.0 inch - 200-499,11.0 inch - 201-300,4.09,7.10,+74%
american-flag-patches,Embroidery,UPDATE,12.0 inch - 200-499,12.0 inch - 201-300,4.47,8.00,+79%
american-flag-patches,Embroidery,UPDATE,13.0 inch - 200-499,13.0 inch - 201-300,5.60,9.60,+71%
american-flag-patches,Embroidery,UPDATE,14.0 inch - 200-499,14.0 inch - 201-300,6.75,10.80,+60%
american-flag-patches,Embroidery,UPDATE,15.0 inch - 200-499,15.0 inch - 201-300,7.80,12.00,+54%
american-flag-patches,Embroidery,UPDATE,16.0 inch - 200-499,16.0 inch - 201-300,8.85,13.00,+47%
american-flag-patches,Embroidery,UPDATE,1.0 inch - 500-999,1.0 inch - 301-400,0.27,1.60,+493%
american-flag-patches,Embroidery,UPDATE,1.5 inch - 500-999,1.5 inch - 301-400,0.41,1.60,+290%
american-flag-patches,Embroidery,UPDATE,2.0 inch - 500-999,2.0 inch - 301-400,0.54,1.60,+196%
american-flag-patches,Embroidery,UPDATE,2.5 inch - 500-999,2.5 inch - 301-400,0.68,1.60,+135%
american-flag-patches,Embroidery,UPDATE,3.0 inch - 500-999,3.0 inch - 301-400,0.81,1.20,+48%
american-flag-patches,Embroidery,UPDATE,3.5 inch - 500-999,3.5 inch - 301-400,0.94,1.60,+70%
american-flag-patches,Embroidery,UPDATE,4.0 inch - 500-999,4.0 inch - 301-400,1.09,1.80,+65%
american-flag-patches,Embroidery,UPDATE,4.5 inch - 500-999,4.5 inch - 301-400,1.22,2.45,+101%
american-flag-patches,Embroidery,UPDATE,5.0 inch - 500-999,5.0 inch - 301-400,1.36,2.80,+106%
american-flag-patches,Embroidery,UPDATE,6.0 inch - 500-999,6.0 inch - 301-400,1.64,3.60,+120%
american-flag-patches,Embroidery,UPDATE,7.0 inch - 500-999,7.0 inch - 301-400,1.90,4.30,+126%
american-flag-patches,Embroidery,UPDATE,8.0 inch - 500-999,8.0 inch - 301-400,2.17,4.80,+121%
american-flag-patches,Embroidery,UPDATE,9.0 inch - 500-999,9.0 inch - 301-400,2.45,5.70,+133%
american-flag-patches,Embroidery,UPDATE,10.0 inch - 500-999,10.0 inch - 301-400,2.72,6.30,+132%
american-flag-patches,Embroidery,UPDATE,11.0 inch - 500-999,11.0 inch - 301-400,2.99,6.80,+127%
american-flag-patches,Embroidery,UPDATE,12.0 inch - 500-999,12.0 inch - 301-400,3.26,7.80,+139%
american-flag-patches,Embroidery,UPDATE,13.0 inch - 500-999,13.0 inch - 301-400,4.30,9.30,+116%
american-flag-patches,Embroidery,UPDATE,14.0 inch - 500-999,14.0 inch - 301-400,5.45,10.40,+91%
american-flag-patches,Embroidery,UPDATE,15.0 inch - 500-999,15.0 inch - 301-400,6.80,11.80,+74%
american-flag-patches,Embroidery,UPDATE,16.0 inch - 500-999,16.0 inch - 301-400,7.95,12.80,+61%
american-flag-patches,Embroidery,UPDATE,1.0 inch - 1000+,1.0 inch - 401-500,0.25,1.40,+460%
american-flag-patches,Embroidery,UPDATE,1.5 inch - 1000+,1.5 inch - 401-500,0.37,1.40,+278%
american-flag-patches,Embroidery,UPDATE,2.0 inch - 1000+,2.0 inch - 401-500,0.49,1.40,+186%
american-flag-patches,Embroidery,UPDATE,2.5 inch - 1000+,2.5 inch - 401-500,0.61,1.40,+130%
american-flag-patches,Embroidery,UPDATE,3.0 inch - 1000+,3.0 inch - 401-500,0.73,1.00,+37%
american-flag-patches,Embroidery,UPDATE,3.5 inch - 1000+,3.5 inch - 401-500,0.84,1.40,+67%
american-flag-patches,Embroidery,UPDATE,4.0 inch - 1000+,4.0 inch - 401-500,0.98,1.60,+63%
american-flag-patches,Embroidery,UPDATE,4.5 inch - 1000+,4.5 inch - 401-500,1.11,2.25,+103%
american-flag-patches,Embroidery,UPDATE,5.0 inch - 1000+,5.0 inch - 401-500,1.21,2.60,+115%
american-flag-patches,Embroidery,UPDATE,6.0 inch - 1000+,6.0 inch - 401-500,1.46,3.40,+133%
american-flag-patches,Embroidery,UPDATE,7.0 inch - 1000+,7.0 inch - 401-500,1.70,4.10,+141%
american-flag-patches,Embroidery,UPDATE,8.0 inch - 1000+,8.0 inch - 401-500,1.96,4.60,+135%
american-flag-patches,Embroidery,UPDATE,9.0 inch - 1000+,9.0 inch - 401-500,2.19,5.50,+151%
american-flag-patches,Embroidery,UPDATE,10.0 inch - 1000+,10.0 inch - 401-500,2.43,6.10,+151%
american-flag-patches,Embroidery,UPDATE,11.0 inch - 1000+,11.0 inch - 401-500,2.67,6.50,+143%
american-flag-patches,Embroidery,UPDATE,12.0 inch - 1000+,12.0 inch - 401-500,2.92,7.60,+160%
american-flag-patches,Embroidery,UPDATE,13.0 inch - 1000+,13.0 inch - 401-500,3.98,9.10,+129%
american-flag-patches,Embroidery,UPDATE,14.0 inch - 1000+,14.0 inch - 401-500,5.10,10.20,+100%
american-flag-patches,Embroidery,UPDATE,15.0 inch - 1000+,15.0 inch - 401-500,6.40,11.50,+80%
american-flag-patches,Embroidery,UPDATE,16.0 inch - 1000+,16.0 inch - 401-500,7.60,12.40,+63%
american-flag-patches,Embroidery,CREATE,,1.0 inch - 501-700,,1.20,new
american-flag-patches,Embroidery,CREATE,,1.5 inch - 501-700,,1.20,new
american-flag-patches,Embroidery,CREATE,,2.0 inch - 501-700,,1.20,new
american-flag-patches,Embroidery,CREATE,,2.5 inch - 501-700,,1.20,new
american-flag-patches,Embroidery,CREATE,,3.0 inch - 501-700,,0.81,new
american-flag-patches,Embroidery,CREATE,,3.5 inch - 501-700,,1.05,new
american-flag-patches,Embroidery,CREATE,,4.0 inch - 501-700,,1.30,new
american-flag-patches,Embroidery,CREATE,,4.5 inch - 501-700,,2.00,new
american-flag-patches,Embroidery,CREATE,,5.0 inch - 501-700,,2.40,new
american-flag-patches,Embroidery,CREATE,,6.0 inch - 501-700,,3.10,new
american-flag-patches,Embroidery,CREATE,,7.0 inch - 501-700,,4.00,new
american-flag-patches,Embroidery,CREATE,,8.0 inch - 501-700,,4.30,new
american-flag-patches,Embroidery,CREATE,,9.0 inch - 501-700,,5.20,new
american-flag-patches,Embroidery,CREATE,,10.0 inch - 501-700,,5.80,new
american-flag-patches,Embroidery,CREATE,,11.0 inch - 501-700,,6.20,new
american-flag-patches,Embroidery,CREATE,,12.0 inch - 501-700,,7.30,new
american-flag-patches,Embroidery,CREATE,,13.0 inch - 501-700,,8.50,new
american-flag-patches,Embroidery,CREATE,,14.0 inch - 501-700,,9.50,new
american-flag-patches,Embroidery,CREATE,,15.0 inch - 501-700,,10.80,new
american-flag-patches,Embroidery,CREATE,,16.0 inch - 501-700,,12.00,new
american-flag-patches,Embroidery,CREATE,,1.0 inch - 701+,,0.95,new
american-flag-patches,Embroidery,CREATE,,1.5 inch - 701+,,0.95,new
american-flag-patches,Embroidery,CREATE,,2.0 inch - 701+,,0.95,new
american-flag-patches,Embroidery,CREATE,,2.5 inch - 701+,,0.95,new
american-flag-patches,Embroidery,CREATE,,3.0 inch - 701+,,0.75,new
american-flag-patches,Embroidery,CREATE,,3.5 inch - 701+,,1.00,new
american-flag-patches,Embroidery,CREATE,,4.0 inch - 701+,,1.10,new
american-flag-patches,Embroidery,CREATE,,4.5 inch - 701+,,1.80,new
american-flag-patches,Embroidery,CREATE,,5.0 inch - 701+,,2.20,new
american-flag-patches,Embroidery,CREATE,,6.0 inch - 701+,,2.80,new
american-flag-patches,Embroidery,CREATE,,7.0 inch - 701+,,3.80,new
american-flag-patches,Embroidery,CREATE,,8.0 inch - 701+,,4.00,new
american-flag-patches,Embroidery,CREATE,,9.0 inch - 701+,,5.00,new
american-flag-patches,Embroidery,CREATE,,10.0 inch - 701+,,5.50,new
american-flag-patches,Embroidery,CREATE,,11.0 inch - 701+,,6.00,new
american-flag-patches,Embroidery,CREATE,,12.0 inch - 701+,,7.00,new
american-flag-patches,Embroidery,CREATE,,13.0 inch - 701+,,8.20,new
american-flag-patches,Embroidery,CREATE,,14.0 inch - 701+,,9.00,new
american-flag-patches,Embroidery,CREATE,,15.0 inch - 701+,,10.00,new
american-flag-patches,Embroidery,CREATE,,16.0 inch - 701+,,12.00,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 10-15,,6.99,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 10-15,,6.99,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 10,2.0 inch - 10-15,6.99,6.99,+0%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 10,2.5 inch - 10-15,6.99,6.99,+0%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 10,3.0 inch - 10-15,7.99,7.99,+0%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 10,3.5 inch - 10-15,7.99,7.99,+0%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 10,4.0 inch - 10-15,7.99,7.99,+0%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 10-15,,8.99,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 10-15,,10.00,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 10-15,,11.00,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 10-15,,12.00,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 10-15,,14.00,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 10-15,,16.00,new
velcro-hat-patches,Embroidery,CREATE,,10.0 inch - 10-15,,18.00,new
velcro-hat-patches,Embroidery,CREATE,,11.0 inch - 10-15,,20.00,new
velcro-hat-patches,Embroidery,CREATE,,12.0 inch - 10-15,,22.00,new
velcro-hat-patches,Embroidery,CREATE,,13.0 inch - 10-15,,23.00,new
velcro-hat-patches,Embroidery,CREATE,,14.0 inch - 10-15,,24.20,new
velcro-hat-patches,Embroidery,CREATE,,15.0 inch - 10-15,,25.40,new
velcro-hat-patches,Embroidery,CREATE,,16.0 inch - 10-15,,26.60,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 16-25,,3.75,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 16-25,,3.80,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 11-25,2.0 inch - 16-25,6.36,3.95,-38%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 11-25,2.5 inch - 16-25,6.36,4.50,-29%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 11-25,3.0 inch - 16-25,6.36,5.00,-21%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 11-25,3.5 inch - 16-25,6.36,5.20,-18%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 11-25,4.0 inch - 16-25,6.36,5.80,-9%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 16-25,,6.00,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 16-25,,7.20,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 16-25,,7.30,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 16-25,,9.00,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 16-25,,11.00,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 16-25,,13.00,new
velcro-hat-patches,Embroidery,CREATE,,10.0 inch - 16-25,,16.00,new
velcro-hat-patches,Embroidery,CREATE,,11.0 inch - 16-25,,18.00,new
velcro-hat-patches,Embroidery,CREATE,,12.0 inch - 16-25,,20.00,new
velcro-hat-patches,Embroidery,CREATE,,13.0 inch - 16-25,,21.00,new
velcro-hat-patches,Embroidery,CREATE,,14.0 inch - 16-25,,22.50,new
velcro-hat-patches,Embroidery,CREATE,,15.0 inch - 16-25,,23.70,new
velcro-hat-patches,Embroidery,CREATE,,16.0 inch - 16-25,,24.80,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 26-50,,3.75,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 26-50,,3.75,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 26-50,2.0 inch - 26-50,3.75,3.75,+0%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 26-50,2.5 inch - 26-50,3.75,3.75,+0%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 26-50,3.0 inch - 26-50,3.75,3.75,+0%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 26-50,3.5 inch - 26-50,3.80,3.80,+0%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 26-50,4.0 inch - 26-50,3.80,3.80,+0%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 26-50,,4.00,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 26-50,,4.50,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 26-50,,6.00,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 26-50,,8.00,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 26-50,,10.00,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 26-50,,12.00,new
velcro-hat-patches,Embroidery,CREATE,,10.0 inch - 26-50,,15.00,new
velcro-hat-patches,Embroidery,CREATE,,11.0 inch - 26-50,,16.00,new
velcro-hat-patches,Embroidery,CREATE,,12.0 inch - 26-50,,18.00,new
velcro-hat-patches,Embroidery,CREATE,,13.0 inch - 26-50,,19.00,new
velcro-hat-patches,Embroidery,CREATE,,14.0 inch - 26-50,,20.20,new
velcro-hat-patches,Embroidery,CREATE,,15.0 inch - 26-50,,21.40,new
velcro-hat-patches,Embroidery,CREATE,,16.0 inch - 26-50,,22.70,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 51-100,,2.40,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 51-100,,2.40,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 51-100,2.0 inch - 51-100,2.40,2.40,+0%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 51-100,2.5 inch - 51-100,2.40,2.20,-8%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 51-100,3.0 inch - 51-100,2.40,2.14,-11%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 51-100,3.5 inch - 51-100,2.50,2.50,+0%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 51-100,4.0 inch - 51-100,2.86,2.86,+0%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 51-100,,3.21,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 51-100,,3.58,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 51-100,,4.29,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 51-100,,5.01,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 51-100,,5.72,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 51-100,,6.43,new
velcro-hat-patches,Embroidery,CREATE,,10.0 inch - 51-100,,7.15,new
velcro-hat-patches,Embroidery,CREATE,,11.0 inch - 51-100,,7.87,new
velcro-hat-patches,Embroidery,CREATE,,12.0 inch - 51-100,,8.59,new
velcro-hat-patches,Embroidery,CREATE,,13.0 inch - 51-100,,10.20,new
velcro-hat-patches,Embroidery,CREATE,,14.0 inch - 51-100,,11.40,new
velcro-hat-patches,Embroidery,CREATE,,15.0 inch - 51-100,,12.80,new
velcro-hat-patches,Embroidery,CREATE,,16.0 inch - 51-100,,13.90,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 101-200,,2.20,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 101-200,,2.20,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 101-199,2.0 inch - 101-200,1.06,2.20,+108%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 101-199,2.5 inch - 101-200,1.33,2.05,+54%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 101-199,3.0 inch - 101-200,1.59,1.98,+25%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 101-199,3.5 inch - 101-200,1.86,2.20,+18%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 101-199,4.0 inch - 101-200,2.11,2.50,+18%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 101-200,,3.00,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 101-200,,3.30,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 101-200,,4.05,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 101-200,,4.80,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 101-200,,5.40,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 101-200,,6.10,new
velcro-hat-patches,Embroidery,CREATE,,10.0 inch - 101-200,,6.90,new
velcro-hat-patches,Embroidery,CREATE,,11.0 inch - 101-200,,7.40,new
velcro-hat-patches,Embroidery,CREATE,,12.0 inch - 101-200,,8.30,new
velcro-hat-patches,Embroidery,CREATE,,13.0 inch - 101-200,,9.90,new
velcro-hat-patches,Embroidery,CREATE,,14.0 inch - 101-200,,11.05,new
velcro-hat-patches,Embroidery,CREATE,,15.0 inch - 101-200,,12.20,new
velcro-hat-patches,Embroidery,CREATE,,16.0 inch - 101-200,,13.30,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 201-300,,1.80,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 201-300,,1.80,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 200-499,2.0 inch - 201-300,0.71,1.80,+154%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 200-499,2.5 inch - 201-300,0.94,1.80,+91%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 200-499,3.0 inch - 201-300,1.11,1.50,+35%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 200-499,3.5 inch - 201-300,1.30,1.80,+38%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 200-499,4.0 inch - 201-300,1.49,2.00,+34%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 201-300,,2.55,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 201-300,,3.00,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 201-300,,3.80,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 201-300,,4.50,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 201-300,,5.10,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 201-300,,5.90,new
velcro-hat-patches,Embroidery,CREATE,,10.0 inch - 201-300,,6.50,new
velcro-hat-patches,Embroidery,CREATE,,11.0 inch - 201-300,,7.10,new
velcro-hat-patches,Embroidery,CREATE,,12.0 inch - 201-300,,8.00,new
velcro-hat-patches,Embroidery,CREATE,,13.0 inch - 201-300,,9.60,new
velcro-hat-patches,Embroidery,CREATE,,14.0 inch - 201-300,,10.80,new
velcro-hat-patches,Embroidery,CREATE,,15.0 inch - 201-300,,12.00,new
velcro-hat-patches,Embroidery,CREATE,,16.0 inch - 201-300,,13.00,new
velcro-hat-patches,Embroidery,CREATE,,1.0 inch - 301-400,,1.60,new
velcro-hat-patches,Embroidery,CREATE,,1.5 inch - 301-400,,1.60,new
velcro-hat-patches,Embroidery,UPDATE,2.0 inch - 500-999,2.0 inch - 301-400,0.54,1.60,+196%
velcro-hat-patches,Embroidery,UPDATE,2.5 inch - 500-999,2.5 inch - 301-400,0.68,1.60,+135%
velcro-hat-patches,Embroidery,UPDATE,3.0 inch - 500-999,3.0 inch - 301-400,0.81,1.20,+48%
velcro-hat-patches,Embroidery,UPDATE,3.5 inch - 500-999,3.5 inch - 301-400,0.94,1.60,+70%
velcro-hat-patches,Embroidery,UPDATE,4.0 inch - 500-999,4.0 inch - 301-400,1.09,1.80,+65%
velcro-hat-patches,Embroidery,CREATE,,4.5 inch - 301-400,,2.45,new
velcro-hat-patches,Embroidery,CREATE,,5.0 inch - 301-400,,2.80,new
velcro-hat-patches,Embroidery,CREATE,,6.0 inch - 301-400,,3.60,new
velcro-hat-patches,Embroidery,CREATE,,7.0 inch - 301-400,,4.30,new
velcro-hat-patches,Embroidery,CREATE,,8.0 inch - 301-400,,4.80,new
velcro-hat-patches,Embroidery,CREATE,,9.0 inch - 301-400,,5.70,new
